http://rdf.wordnet.com/relation/_hyponym	[-0.023500973358750343, -0.15782931447029114, -0.003598639974370599, 0.026127584278583527, 0.053700726479291916, 0.05970470979809761, 0.106605663895607, -0.1034066453576088, -0.004152740351855755, -0.13444830477237701, 0.06391102075576782, 0.12712018191814423, -0.10703665763139725, -0.07198553532361984, 0.012402456253767014, -0.09953522682189941, 0.09380139410495758, -0.0695456936955452, -0.03593858331441879, -0.017756350338459015, -0.0691022053360939, 0.03505004197359085, -0.017327873036265373, 0.10612170398235321, -0.1844710409641266, 0.14082306623458862, 0.02814607322216034, -0.09448152780532837, 0.042173802852630615, 0.010726221837103367, 0.047868724912405014, 0.08539308607578278, -0.15107616782188416, -0.019135382026433945, -0.07203561067581177, 0.05711638182401657, -0.02699017897248268, -0.0836801677942276, -0.04511218145489693, 0.04655129462480545, 0.08347020298242569, 0.02396390028297901, -0.07984022051095963, 0.06964128464460373, -0.015812434256076813, 0.054371047765016556, -0.02687203884124756, 0.03973766416311264, 0.13398584723472595, 0.002576849889010191]
http://rdf.wordnet.com/relation/_hypernym	[0.01611693762242794, 0.16387037932872772, -0.017183277755975723, -0.026463568210601807, -0.05424721539020538, -0.06938426941633224, -0.09659020602703094, 0.10881002247333527, 0.006161293480545282, 0.1370001882314682, -0.07145015895366669, -0.1266389787197113, 0.12421956658363342, 0.07982182502746582, -0.023813264444470406, 0.10415200144052505, -0.09957738220691681, 0.06561235338449478, 0.029233679175376892, 0.016982585191726685, 0.06880048662424088, -0.05851345509290695, 0.019267858937382698, -0.11314912140369415, 0.17672762274742126, -0.1396365612745285, -0.0363120473921299, 0.11624415218830109, -0.04681684449315071, -0.007721176836639643, -0.052079297602176666, -0.07832501083612442, 0.16933540999889374, -0.003326855367049575, 0.081226646900177, -0.05826008319854736, 0.025637486949563026, 0.08064941316843033, 0.04241219907999039, -0.04471002519130707, -0.08211096376180649, -0.04070396348834038, 0.07751702517271042, -0.063164621591568, 0.028649671003222466, -0.04461285099387169, 0.016238156706094742, -0.05212584137916565, -0.12245582789182663, -0.004834667779505253]
http://rdf.wordnet.com/relation/_member_holonym	[-0.036351997405290604, 0.07551025599241257, -0.09815754741430283, 0.1602325439453125, -0.07607249915599823, -0.08045613765716553, -0.10049175471067429, 0.11419343203306198, -0.12989094853401184, 0.0986163392663002, -0.07000568509101868, -0.16360434889793396, 0.2247888594865799, 0.17369705438613892, 0.13741429150104523, 0.22842444479465485, -0.0938754677772522, 0.10204853117465973, 0.27000388503074646, 0.12289439886808395, 0.061099573969841, -0.009782277047634125, -0.01615588739514351, -0.22901424765586853, 0.12091276794672012, -0.22845274209976196, 0.023343831300735474, 0.20148931443691254, -0.1576671302318573, -0.09847679734230042, -0.14065736532211304, -0.17505760490894318, 0.23031307756900787, -0.1264442354440689, 0.13453470170497894, -0.06811127066612244, -0.1364172399044037, -0.046887416392564774, 0.15713919699192047, -0.21513748168945312, -0.11579994857311249, 0.0008185399346984923, 0.21658554673194885, -0.08817240595817566, -0.0559304840862751, -0.2030550241470337, 0.013567857444286346, -0.07010399550199509, 0.12633761763572693, 0.11510679870843887]
http://rdf.wordnet.com/relation/_derivationally_related_form	[0.0007568081491626799, 0.00575898215174675, 0.004662110935896635, 0.006752414163202047, -0.006084484048187733, 5.934215005254373e-05, 0.008118621073663235, 0.003826180240139365, -0.00653443718329072, 0.002689874032512307, -0.004144404083490372, -0.005051841959357262, -0.0012569510145112872, 0.0015387892490252852, 0.0019157626666128635, 0.0022033192217350006, 0.006858939304947853, -0.00712045980617404, 0.0021112326066941023, 0.0024207651149481535, 0.00013963933452032506, -0.004300522152334452, -0.007103604264557362, -0.0029374491423368454, 0.002637656405568123, 0.0035265986807644367, -0.0014186225598677993, -0.003464454086497426, 0.003634945722296834, 0.006704143714159727, 0.004442028235644102, -0.0012918687425553799, 0.0006446830811910331, 0.003885136917233467, 0.005766578949987888, 0.0011289359536021948, -0.010382598266005516, -0.006208767183125019, -0.012464000843465328, -0.000987113337032497, 0.006175552494823933, 0.007723637390881777, 0.0028371994849294424, -0.0006623493391089141, 0.0027134506963193417, -0.0201236791908741, -0.003272986738011241, -0.0033057359978556633, -0.0035899558570235968, -0.008895020000636578]
http://rdf.wordnet.com/relation/_instance_hypernym	[0.10202917456626892, -0.08160562813282013, -0.20308555662631989, 0.13295826315879822, -0.11016419529914856, -0.09997621923685074, 0.3061250150203705, 0.04196711257100105, -0.03775763511657715, 0.06427442282438278, -0.23334690928459167, 0.1393100470304489, -0.02257518097758293, 0.12833552062511444, 0.192408487200737, 0.13372528553009033, 0.01196400448679924, -0.02504497580230236, 0.04368963465094566, -0.17400690913200378, -0.17408639192581177, -0.027135442942380905, 0.133223757147789, 0.1770380735397339, -0.08774351328611374, 0.010815856978297234, -0.15538792312145233, 0.013494170270860195, -0.23409205675125122, 0.13045434653759003, 0.2274598926305771, 0.08915331214666367, -0.0034598112106323242, -0.19090576469898224, 0.09507891535758972, 0.16913090646266937, 0.12291200459003448, -0.04064158722758293, 0.16216157376766205, -0.03885927423834801, -0.1332964450120926, 0.026332752779126167, -0.0991448163986206, -0.1719142198562622, -0.25221189856529236, 0.11529449373483658, -0.02324257232248783, 0.16424107551574707, 0.18528255820274353, -0.14965657889842987]
http://rdf.wordnet.com/relation/_also_see	[0.024394167587161064, -0.011651734821498394, -0.029172204434871674, -0.02706328220665455, -0.0007611002656631172, 0.0004281433066353202, -0.0017895405180752277, -0.004517580382525921, -0.03474031761288643, 0.015669530257582664, 0.041655540466308594, 0.020700659602880478, -0.010877950116991997, -0.011440910398960114, 0.008706429041922092, -0.004931618459522724, 0.0009578675962984562, 0.017394788563251495, -0.012559687718749046, -0.011118778958916664, -0.006792406085878611, -0.017975574359297752, -0.0003608562983572483, -0.002260152017697692, -0.04291281849145889, 0.012700124643743038, 0.015396098606288433, -0.007889263331890106, 0.012934782542288303, 0.0002019191742874682, 0.005441952496767044, -0.015102243050932884, -0.004213443025946617, -0.04273620620369911, -0.007794571109116077, 0.029676875099539757, -0.006814099848270416, 0.023750556632876396, 0.000508876983076334, 0.027680156752467155, 0.0011650818632915616, 0.012081068009138107, -0.008024221286177635, 0.019591931253671646, -0.0014431412564590573, 0.0172916017472744, 0.0036158282309770584, 0.009767107665538788, 0.018659787252545357, 0.03231457248330116]
http://rdf.wordnet.com/relation/_member_meronym	[0.02228585258126259, -0.07427926361560822, 0.11199072748422623, -0.14542771875858307, 0.0612543486058712, 0.08153645694255829, 0.10964047163724899, -0.10715126991271973, 0.11991731077432632, -0.1047981008887291, 0.08292722702026367, 0.19979393482208252, -0.2143540382385254, -0.15258251130580902, -0.15418007969856262, -0.2385539561510086, 0.07352720201015472, -0.07206342369318008, -0.24529916048049927, -0.13285641372203827, -0.05544595420360565, 0.009652617387473583, -0.011375158093869686, 0.24361971020698547, -0.12235544621944427, 0.22552244365215302, -0.013752519153058529, -0.19281668961048126, 0.15161342918872833, 0.07145731151103973, 0.1400122493505478, 0.17010381817817688, -0.22675254940986633, 0.11475887149572372, -0.12243112921714783, 0.032316919416189194, 0.12032520025968552, 0.018968135118484497, -0.1452745795249939, 0.18949772417545319, 0.11796025186777115, -0.011176208965480328, -0.20808786153793335, 0.08172205090522766, 0.09891274571418762, 0.2230793535709381, -0.0012065868359059095, 0.06143796071410179, -0.1294645071029663, -0.142400860786438]
http://rdf.wordnet.com/relation/_member_of_domain_topic	[-0.07360495626926422, 0.11033078283071518, 0.0635935440659523, -0.05601516738533974, 0.1225106343626976, -0.0813906267285347, -0.051041364669799805, -0.24255332350730896, -0.03242103382945061, -0.04888132959604263, 0.1065855622291565, -0.03237568587064743, -0.1510653793811798, -0.09666658192873001, 0.06027543917298317, -0.06625483930110931, -0.03638136759400368, 0.09896741807460785, 0.2362360656261444, 0.0880744531750679, 0.15005403757095337, 0.19431662559509277, 0.09928664565086365, -0.15063928067684174, -0.081288643181324, -0.30699241161346436, -0.0921778753399849, 0.21621458232402802, -0.08702471107244492, 0.2593807280063629, 0.20874105393886566, 0.1421128213405609, 0.01725306361913681, 0.028478210791945457, -0.05137065052986145, -0.1727655827999115, -0.19593898952007294, -0.18416130542755127, -0.10013823956251144, 0.0641837790608406, 0.1450241208076477, 0.19847092032432556, -0.0067662871442735195, 0.03831854090094566, -0.07219526171684265, -0.1525290161371231, 0.11392074823379517, 0.23379456996917725, 0.18068067729473114, -0.05095364898443222]
http://rdf.wordnet.com/relation/_part_of	[0.12083873897790909, 0.051559314131736755, -0.16383768618106842, 0.14754492044448853, -0.14044438302516937, -0.11871511489152908, 0.05134861543774605, 0.1300353854894638, 0.10338020324707031, -0.05435151979327202, -0.08183032274246216, 0.013052254915237427, -0.15887755155563354, 0.06590764224529266, 0.20640289783477783, 0.06614838540554047, 0.08761483430862427, -0.051085133105516434, -0.12942777574062347, -0.12840279936790466, -0.11033269762992859, -0.08845029026269913, 0.04811530560255051, -0.08318152278661728, 0.05216728895902634, -0.19183018803596497, -0.22407211363315582, 0.043209247291088104, -0.06727008521556854, -0.12595747411251068, -0.09468585252761841, 0.1527390480041504, 0.1039976254105568, -0.21339212357997894, -0.06341750174760818, -0.0013247180031612515, 0.15232330560684204, 0.12415232509374619, -0.13755802810192108, -0.19711880385875702, 0.09197968989610672, 0.03554604575037956, -0.10822592675685883, 0.1634385734796524, 0.034437887370586395, 0.11467210948467255, 0.015735851600766182, 0.14763985574245453, -0.20863832533359528, 0.14365263283252716]
http://rdf.wordnet.com/relation/_instance_hyponym	[-0.11298972368240356, 0.10607697069644928, 0.1844199299812317, -0.16273175179958344, 0.12385513633489609, 0.09487298130989075, -0.2975766956806183, -0.059213776141405106, 0.04203694313764572, -0.03581000864505768, 0.23477022349834442, -0.12710817158222198, 0.04136913642287254, -0.13723008334636688, -0.21292078495025635, -0.09777551889419556, 0.044575635343790054, 0.03291521593928337, -0.08626886457204819, 0.1998050957918167, 0.14508354663848877, 0.007053803652524948, -0.1022443026304245, -0.18210501968860626, 0.0826028510928154, -0.05275048315525055, 0.14695876836776733, -0.04850655421614647, 0.2726324498653412, -0.10957461595535278, -0.22763437032699585, -0.06837838143110275, 0.030395934358239174, 0.19093722105026245, -0.09276223182678223, -0.1611962765455246, -0.11621467024087906, 0.06122143939137459, -0.15184475481510162, 0.014699254184961319, 0.14393660426139832, -0.03536669537425041, 0.0895766094326973, 0.16575202345848083, 0.2445877641439438, -0.11941125988960266, -0.0019384920597076416, -0.18240435421466827, -0.17896664142608643, 0.16292749345302582]
